zipcode,city,lat,lon,state
18962,Silverdale,40.3445290000,-75.2687380000,PA
56097,Walters,43.7028140000,-93.9120410000,MN
18971,Tylersport,40.3469800000,-75.3769850000,PA
18976,Warrington,40.2448070000,-75.1425870000,PA
56151,Hadley,44.0069200000,-95.8250820000,MN
18979,Woxall,40.2118960000,-75.3558600000,PA
18980,Wycombe,40.2741850000,-75.0204990000,PA
18944,Perkasie,40.3901960000,-75.2332530000,PA
18947,Pipersville,40.4301400000,-75.1172000000,PA
19003,Ardmore,39.9988110000,-75.3079300000,PA
18951,Quakertown,40.4525250000,-75.2213910000,PA
18963,Solebury,40.3286450000,-75.1027800000,PA
18968,Spinnerstown,40.3286450000,-75.1027800000,PA
18981,Zionhill,40.3286450000,-75.1027800000,PA
19012,Cheltenham,40.0591610000,-75.1044680000,PA
19009,Bryn Athyn,40.1350120000,-75.0622920000,PA
56216,Svea,44.9500760000,-95.0588490000,MN
19016,Chester,39.9340470000,-75.4059870000,PA
19019,Philadelphia,40.0018110000,-75.1178700000,PA
58760,Maxbass,48.7366560000,-101.1977010000,ND
19028,Edgemont,39.9340470000,-75.4059870000,PA
19031,Flourtown,40.1068050000,-75.2150710000,PA
19032,Folcroft,39.8951620000,-75.2788290000,PA
58761,Mohall,48.7268680000,-101.6058470000,ND
19035,Gladwyne,40.0448600000,-75.2806860000,PA
58762,Russell,48.7707590000,-101.0671920000,ND
58763,Sanish,47.9717590000,-102.4716360000,ND
58771,Wabek,48.0657430000,-102.0301950000,ND
58773,Powers Lk,48.6550930000,-102.6794990000,ND
58776,Ross,48.2720770000,-102.5478860000,ND
58779,Ryder,47.9788150000,-101.6682520000,ND
59053,Martinsdale,46.6190390000,-110.8453960000,MT
59071,Roscoe,45.3190540000,-108.9484450000,MT
19039,Gradyville,39.8821100000,-75.3372340000,PA
19041,Haverford,40.0029110000,-75.3216320000,PA
19043,Holmes,39.8995620000,-75.3077310000,PA
19044,Horsham,40.1918080000,-75.1505770000,PA
56271,De Graff,45.2819970000,-95.5128170000,MN
56273,Hawick,45.1675970000,-95.0493780000,MN
19055,Levittown,40.1457590000,-74.8411070000,PA
19057,Levittown,40.1433090000,-74.8463730000,PA
19058,Levittown,40.3286450000,-75.1027800000,PA
19059,Levittown,40.3286450000,-75.1027800000,PA
56283,Redwood Falls,44.5217590000,-95.2002550000,MN
19064,Springfield,39.9318580000,-75.3415830000,PA
56312,Spring Hill,45.5097150000,-94.9630490000,MN
19074,Norwood,39.8884120000,-75.2981800000,PA
19075,Oreland,40.1138090000,-75.1852190000,PA
19076,Prospect Park,39.8859840000,-75.3072310000,PA
19078,Ridley Park,39.8782120000,-75.3230820000,PA
19079,Sharon Hill,39.9011120000,-75.2676280000,PA
19081,Swarthmore,39.8971620000,-75.3440830000,PA
19052,Lenni,39.8941610000,-75.4455890000,PA
19090,Willow Grove,40.1618560000,-75.1089700000,PA
56334,Long Beach,45.5891310000,-95.3573470000,MN
19094,Woodlyn,39.8768620000,-75.3460830000,PA
56345,Elmdale,45.9800550000,-94.2458670000,MN
56347,Long Prairie,45.9041360000,-94.8151140000,MN
56352,Spring Hill,45.6140710000,-94.6345560000,MN
56357,Ronneby,45.7022250000,-93.8164450000,MN
56361,Parkers Prairie,46.1503340000,-95.3504380000,MN
56362,Spring Hill,45.5064030000,-94.7343160000,MN
56374,St Joseph,45.6142350000,-94.3509620000,MN
56376,St Martin,45.4896120000,-94.7182480000,MN
56401,Baxter,46.3501950000,-94.0999830000,MN
59041,Silesia,45.4941260000,-108.9922340000,MT
56442,Manhattan Bch,46.6773400000,-94.1127830000,MN
56444,Cuyuna,46.4291940000,-93.8784930000,MN
56455,Riverton,46.4777920000,-93.9788540000,MN
56461,La Porte,47.1081530000,-94.9210640000,MN
56464,Shell River,46.7305380000,-94.9752210000,MN
56467,Nevis,46.9433600000,-94.8441120000,MN
56468,Lake Hubert,46.4012440000,-94.2370940000,MN
56469,Workman,46.7128780000,-93.4898080000,MN
19176,Philadelphia,39.9500000000,-75.1600000000,PA
56470,Lake Itasca,46.9846990000,-95.0993500000,MN
56472,Jenkins,46.6161470000,-94.2355610000,MN
56473,Sylvan,46.6930340000,-94.4643810000,MN
56474,Jenkins,46.7121580000,-94.2511260000,MN
56475,Randall,46.1052360000,-94.5317380000,MN
58787,Tolley,48.7594040000,-101.8624770000,ND
58788,Towner,48.3636380000,-100.4854000000,ND
56537,Fergus Falls,46.3194000000,-95.6570030000,MN
56560,Moorhead,46.8035460000,-96.5573890000,MN
19346,Kelton,39.9831530000,-75.7480550000,PA
19351,Lewisville,39.9831530000,-75.7480550000,PA
19360,New London,39.7261430000,-75.7857000000,PA
19301,Paoli,40.0400570000,-75.4887930000,PA
19374,Toughkenamon,39.8728250000,-75.8480750000,PA
19311,Avondale,39.8668210000,-75.8396860000,PA
19316,Brandamore,40.0549760000,-75.8377670000,PA
19317,Chadds Ford,39.8655670000,-75.5576980000,PA
19318,Chatham,39.8524060000,-75.8117890000,PA
19319,Cheyney,39.9209180000,-75.5221680000,PA
56570,Snellman,46.9239740000,-95.3622980000,MN
19331,Concordville,39.8822740000,-75.5165290000,PA
19333,Devon,40.0426230000,-75.4274600000,PA
56572,Pel Rapids,46.6115490000,-96.0596690000,MN
19342,Glen Mills,39.9026330000,-75.4832240000,PA
19345,Immaculata,39.8478030000,-75.7193470000,PA
19347,Kemblesville,39.9831530000,-75.7480550000,PA
19350,Landenberg,39.7715060000,-75.7997610000,PA
19354,Lyndell,40.0581730000,-75.7432720000,PA
19357,Mendenhall,39.9831530000,-75.7480550000,PA
19358,Modena,39.9620810000,-75.8025020000,PA
19365,Parkesburg,40.0010640000,-75.8308910000,PA
19366,Pocopson,39.9831530000,-75.7480550000,PA
19367,Pomeroy,39.9706010000,-75.8957940000,PA
19369,Sadsburyville,39.9903020000,-75.8935980000,PA
19370,Steelville,39.9831530000,-75.7480550000,PA
19371,Suplee,39.9831530000,-75.7480550000,PA
19373,Thornton,39.9059870000,-75.5353830000,PA
19375,Unionville,39.9011770000,-75.7502030000,PA
19376,Wagontown,39.9831530000,-75.7480550000,PA
58792,Voltaire,47.9860500000,-100.7988210000,ND
19382,West Chester,39.9122840000,-75.6302350000,PA
19388,Qvc Network Inc,39.9900000000,-75.5800000000,PA
19395,Westtown,39.9328210000,-75.5448220000,PA
19397,Southeastern,39.9831530000,-75.7480550000,PA
58795,Wildrose,48.5678140000,-103.1536220000,ND
58830,Corinth,48.5387490000,-103.4734100000,ND
58831,Rawson,47.7374350000,-103.2983830000,ND
58843,Spring Brook,48.2763560000,-103.3762840000,ND
58845,Westby,48.5252000000,-103.9175880000,ND
58847,Keene,47.7374350000,-103.2983830000,ND
19398,Southeastern,39.9831530000,-75.7480550000,PA
19399,Southeastern,39.9831530000,-75.7480550000,PA
19404,Norristown,40.2118960000,-75.3558600000,PA
56584,Twin Valley,47.2714630000,-96.1824410000,MN
19420,Arcola,40.1528710000,-75.4567190000,PA
19423,Cedars,40.2173500000,-75.3649730000,PA
56586,Underwood,46.2850810000,-95.8741170000,MN
19435,Frederick,40.3125520000,-75.5517100000,PA
19443,Kulpsville,40.2410040000,-75.3439200000,PA
19465,Pottstown,40.1919070000,-75.6653100000,PA
19430,Creamery,40.1850710000,-75.4199660000,PA
19432,Devault,40.0796290000,-75.5599750000,PA
19474,Skippack,40.2251090000,-75.4030950000,PA
19475,Spring City,40.1469890000,-75.6053980000,PA
19442,Kimberton,40.1465490000,-75.6177390000,PA
19450,Lederach,40.2118960000,-75.3558600000,PA
19452,Miquon,40.2118960000,-75.3558600000,PA
19481,Valley Forge,40.0922690000,-75.4537350000,PA
19456,Oaks,40.1333550000,-75.4536310000,PA
19460,Phoenixville,40.1281750000,-75.5417690000,PA
19421,Birchrunville,39.9831530000,-75.7480550000,PA
56601,Wilton,47.5719640000,-94.8012720000,MN
19478,Spring Mount,40.2759140000,-75.4617560000,PA
19482,Valley Forge,40.0803230000,-75.4554080000,PA
19483,Valley Forge,40.2118960000,-75.3558600000,PA
19484,Valley Forge,40.2118960000,-75.3558600000,PA
19485,Valley Forge,40.2118960000,-75.3558600000,PA
19486,West Point,40.2032910000,-75.3019180000,PA
19487,King Of Prussia,39.9831530000,-75.7480550000,PA
19488,Norristown,39.9831530000,-75.7480550000,PA
19489,Norristown,39.9831530000,-75.7480550000,PA
19490,Worcester,40.1928810000,-75.3575550000,PA
56621,Zerkel,47.5316440000,-95.3779490000,MN
56623,Pitt,48.7504730000,-94.8462600000,MN
56627,Nett River,48.0916150000,-93.8160600000,MN
58849,Wheelock,48.3216960000,-103.1653910000,ND
19492,Zieglerville,40.2901250000,-75.5029740000,PA
19501,Adamstown,40.2423270000,-76.0576960000,PA
19510,Blandon,40.3714920000,-75.8877970000,PA
19503,Bally,40.4478330000,-75.7086720000,PA
19511,Bowers,40.4821020000,-75.7434760000,PA
19523,Geigertown,40.1897150000,-75.8881120000,PA
19536,Lyon Station,40.5217560000,-75.7418590000,PA
19538,Maxatawny,40.5698180000,-75.7409420000,PA
19548,Pine Forge,40.4071730000,-75.9849010000,PA
19564,Virginville,40.5268030000,-75.8696530000,PA
19542,Monocacy Station,40.2609920000,-75.7684370000,PA
56630,Summit,47.8044930000,-94.5758710000,MN
19565,Wernersville,40.3371880000,-75.9517480000,PA
19557,Stony Run,40.6138680000,-75.8149840000,PA
19562,Topton,40.4760190000,-75.8492940000,PA
88317,Cloudcroft,32.8897170000,-105.6743950000,NM
88113,Causey,33.9283790000,-103.2742490000,NM
93649,Piedra,36.8416650000,-119.3496390000,CA
19603,Reading,40.3884420000,-75.9630550000,PA
19604,Reading,40.3609420000,-75.9278520000,PA
56633,Wilkinson,47.3277190000,-94.4768530000,MN
19612,Reading,40.4389000000,-75.8853030000,PA
19640,Reading,40.4071730000,-75.9849010000,PA
56634,Minnewaska,47.6104980000,-95.4211040000,MN
56636,Zemple,47.4684300000,-93.8109490000,MN
56639,Effie,47.8522260000,-93.5242520000,MN
56644,Winsor,47.7154060000,-95.4707820000,MN
56649,Ranier,48.2324940000,-93.6403820000,MN
58852,Tioga,48.3646230000,-102.9575970000,ND
19701,Bear,39.5947360000,-75.6939030000,DE
19703,Claymont,39.8037900000,-75.4581400000,DE
19707,Hockessin,39.6352020000,-75.6808970000,DE
19708,Kirkwood,39.5775670000,-75.6900690000,DE
19710,Montchanin,39.7577830000,-75.6391430000,DE
19711,Newark,39.6682820000,-75.6884890000,DE
19713,Newark,39.6656620000,-75.7193490000,DE
19714,Newark,39.5644990000,-75.5970470000,DE
19715,Newark,39.5644990000,-75.5970470000,DE
19717,Newark,39.5644990000,-75.5970470000,DE
19702,Newark,39.6147370000,-75.7012770000,DE
19712,Shared Firm Zip,39.5644990000,-75.5970470000,DE
19801,Wilmington,39.7271130000,-75.5478440000,DE
19802,Wilmington,39.7198700000,-75.5935120000,DE
19718,Christiana Medical Center,39.5644990000,-75.5970470000,DE
19806,Wilmington,39.7585620000,-75.5687450000,DE
19706,Delaware City,39.5942560000,-75.6080810000,DE
19850,Wilmington,39.5644990000,-75.5970470000,DE
19880,Wilmington,39.5644990000,-75.5970470000,DE
19716,Newark,39.5644990000,-75.5970470000,DE
19887,Wilmington,39.5644990000,-75.5970470000,DE
19889,Wilmington,39.5644990000,-75.5970470000,DE
19731,Port Penn,39.5129020000,-75.5851800000,DE
19730,Odessa,39.5125100000,-75.6272810000,DE
19899,Wilmington,39.7347920000,-75.6246170000,DE
93651,Prather,37.0087960000,-119.5126860000,CA
19732,Rockland,39.7938640000,-75.5737500000,DE
19903,Dover,39.1086800000,-75.4480230000,DE
19904,Dover,39.1605420000,-75.5973810000,DE
19905,Dover,39.1086800000,-75.4480230000,DE
19906,Dover,39.1500000000,-75.5400000000,DE
19733,Saint Georges,39.5554590000,-75.6504620000,DE
19736,Yorklyn,39.7971260000,-75.6604130000,DE
95013,Coyote,37.1893960000,-121.7053270000,CA
95463,Navarro,39.1281360000,-123.4864080000,CA
56661,Wildwood,47.9192150000,-94.0974150000,MN
56662,Trelipe,46.8790430000,-93.9181720000,MN
56663,Pennington,47.4482740000,-94.4714850000,MN
56667,Puposky,47.9749890000,-95.0087080000,MN
58856,Zahl,48.5322420000,-103.7720980000,ND
19936,Cheswold,39.2184480000,-75.5848480000,DE
19971,Dewey Beach,38.6297630000,-75.3199750000,DE
19973,Seaford,38.6598910000,-75.3804540000,DE
20015,Chevy Chase,38.9692600000,-77.0709490000,DC
19938,Clayton,39.2460710000,-75.6888730000,DE
19940,Delmar,38.6317440000,-75.3245850000,DE
19941,Ellendale,38.6528050000,-75.2750180000,DE
19961,Little Creek,39.1663230000,-75.4482890000,DE
59002,Acton,45.9290560000,-108.6888310000,MT
19969,Nassau,38.7255620000,-75.3533870000,DE
20001,Washington,38.9119360000,-77.0167190000,DC
20002,Washington,38.9082180000,-76.9821470000,DC
20003,Washington,38.8603150000,-76.9888970000,DC
20004,Washington,38.8922470000,-77.0194770000,DC
20005,Washington,38.9040110000,-77.0316950000,DC
20006,Washington,38.8971310000,-77.0412480000,DC
20007,Washington,38.9145610000,-77.0756490000,DC
20008,Washington,38.9352100000,-77.0603990000,DC
20009,Washington,38.9192610000,-77.0397980000,DC
20010,Washington,38.9327110000,-77.0302480000,DC
20011,Washington,38.9526100000,-77.0178980000,DC
20012,Washington,38.9802310000,-77.0262980000,DC
20013,Washington,38.8933110000,-77.0146470000,DC
20016,Washington,38.9382600000,-77.0911490000,DC
20017,Washington,38.9384600000,-76.9930680000,DC
20018,Washington,38.9305600000,-76.9779530000,DC
20019,Washington,38.8915610000,-76.9393960000,DC
20020,Washington,38.8576100000,-76.9715470000,DC
20022,Washington,38.9000000000,-77.0100000000,DC
20023,Washington,38.9000000000,-77.0100000000,DC
59007,Washoe,45.1619130000,-109.1583490000,MT
20026,Washington,38.8933110000,-77.0146470000,DC
20027,Washington,38.9000000000,-76.9800000000,DC
20029,Washington,38.8933110000,-77.0146470000,DC
20030,Washington,38.8933110000,-77.0146470000,DC
20033,Washington,38.8933110000,-77.0146470000,DC
19962,Magnolia,38.9716470000,-75.5917140000,DE
59015,Commanche,46.0417170000,-108.7595610000,MT
19979,Viola,38.9710380000,-75.5771580000,DE
59016,Kirby,45.5362180000,-106.9612130000,MT
59027,Miner,45.2707890000,-110.7920710000,MT
59030,Corwin Springs,45.1147350000,-110.8099910000,MT
59035,Yellowtail,45.3088980000,-107.9256650000,MT
59740,Mcallister,45.4080450000,-111.7761230000,MT
20035,Washington,38.8933110000,-77.0146470000,DC
20036,Washington,38.9006590000,-77.0399140000,DC
20037,Washington,38.9189030000,-77.0617810000,DC
20038,Washington,38.8933110000,-77.0146470000,DC
20039,Washington,38.8933110000,-77.0146470000,DC
20040,Washington,38.8933110000,-77.0146470000,DC
20043,Washington,38.8933110000,-77.0146470000,DC
20044,Washington,38.8933110000,-77.0146470000,DC
20045,Washington,38.8965990000,-77.0319000000,DC
20046,Washington,38.8933110000,-77.0146470000,DC
20041,Washington,38.8933110000,-77.0146470000,DC
20051,Washington,38.8933110000,-77.0146470000,DC
20056,Washington,38.8933110000,-77.0146470000,DC
56678,Solway,47.9749890000,-95.0087080000,MN
56680,Spring Lake,47.6359460000,-93.9220320000,MN
56681,Squaw Lake,47.6244150000,-94.1877350000,MN
56686,Williams,48.8208430000,-94.9331380000,MN
20088,Washington,38.8933110000,-77.0146470000,DC
20091,Washington,38.8933110000,-77.0146470000,DC
20097,Washington,38.8933110000,-77.0146470000,DC
20098,Washington,38.8933110000,-77.0146470000,DC
20099,Washington,38.8933110000,-77.0146470000,DC
56687,Wilton,47.9749890000,-95.0087080000,MN
56701,Tr Falls,48.0763330000,-96.1490020000,MN
20108,Manassas,38.7446850000,-77.4871620000,VA
20110,Manassas,38.7492070000,-77.4877620000,VA
20112,Manassas,38.7708640000,-77.4494430000,VA
56711,Penasse,48.8751640000,-94.8856680000,MN
56716,Gentilly,47.7050820000,-96.4120000000,MN
56728,Northcote,48.7747870000,-96.9420220000,MN
56735,Orleans,48.7719380000,-96.8129210000,MN
56738,Newfolden,48.3583710000,-96.3780620000,MN
56750,Rl Falls,47.8853470000,-96.2703680000,MN
59046,Lavina,46.3838580000,-109.0033820000,MT
56967,Parcel Return Svc,25.3405126000,43.9532149000,DC
20113,Manassas Park,38.7708640000,-77.4494430000,VA
20121,Centreville,38.8195130000,-77.4557600000,VA
20122,Centreville,38.8318130000,-77.2887550000,VA
20124,Clifton,38.7818090000,-77.3818080000,VA
20120,Centreville,38.8447900000,-77.4670100000,VA
20134,Hillsboro,39.1521870000,-77.7025760000,VA
20136,Bristow,38.7342550000,-77.5473830000,VA
20148,Broadlands,39.0141960000,-77.5284520000,VA
20146,Ashburn,39.0853090000,-77.6452240000,VA
20147,Ashburn,39.0373390000,-77.4805420000,VA
20156,Gainesville,38.7219120000,-77.4668970000,VA
20149,Natl Assn Letter Carriers,39.0853090000,-77.6452240000,VA
20163,Sterling,39.0853090000,-77.6452240000,VA
20164,Sterling,39.0230470000,-77.3993670000,VA
20167,Sterling,39.0853090000,-77.6452240000,VA
20168,Haymarket,38.7219120000,-77.4668970000,VA
20170,Herndon,38.9838870000,-77.3674570000,VA
20151,Fairfax,38.8866800000,-77.4456600000,VA
20172,Herndon,38.8318130000,-77.2887550000,VA
20175,Leesburg,39.0419870000,-77.6054040000,VA
20142,Round Hill,39.1306650000,-77.7746650000,VA
20177,Leesburg,39.1580950000,-77.6668630000,VA
20178,Leesburg,39.0729180000,-77.6080140000,VA
20159,Hamilton,39.1338550000,-77.6620720000,VA
20189,Dulles,38.8900000000,-77.0300000000,VA
20182,Nokesville,38.7008660000,-77.5857080000,VA
20184,Upperville,38.9626610000,-77.8847260000,VA
20185,Upperville,38.9929780000,-77.8798550000,VA
20138,Calverton,38.6337740000,-77.6868680000,VA
20139,Casanova,38.6542820000,-77.7025420000,VA
89411,Genoa,39.0341290000,-119.8228370000,NV
20116,Marshall,38.8537230000,-77.8601270000,VA
20152,South Riding,38.8975910000,-77.5091740000,VA
56966,Parcel Return Svc,,,DC
20128,Orlean,38.7416390000,-77.9774320000,VA
20140,Rectortown,38.9162910000,-77.8648410000,VA
20144,Delaplane,38.9113150000,-77.9674010000,VA
87931,Caballo,33.0426130000,-107.1705080000,NM
88436,Sedan,36.3697830000,-103.5055410000,NM
88115,Dora,33.9165660000,-103.3803870000,NM
93656,Riverdale,36.4665140000,-119.9776800000,CA
92323,Cima,34.8399640000,-115.9670510000,CA
95033,Los Gatos,37.1893960000,-121.7053270000,CA
56968,Parcel Return Svc,,,DC
59052,Mcleod,45.8328350000,-109.9556710000,MT
59824,Moiese,47.3123980000,-114.1760980000,MT
20193,Reston,38.8318130000,-77.2887550000,VA
56999,Parcel Return Svc,38.8953912000,-77.0366565000,DC
20199,Dulles,39.0853090000,-77.6452240000,VA
57001,Nora,42.9316980000,-96.6242980000,SD
57004,Emmet,42.8429470000,-96.6811350000,SD
57006,Lake Campbell,44.3550910000,-96.7621020000,SD
57012,Rumpus Ridge,43.5728880000,-97.2484180000,SD
57018,Huntimer,43.7901920000,-96.9078450000,SD
20231,Washington,38.8933110000,-77.0146470000,DC
57020,Renner,43.6668940000,-96.8221370000,SD
57025,Spink,42.7639900000,-96.6767420000,SD
57026,Ward,44.2896770000,-96.5402490000,SD
57030,She RMA N,43.7476390000,-96.5963790000,SD
57032,Lake Alvin,43.4252580000,-96.6597370000,SD
57033,Wall Lake,43.6305450000,-96.8145390000,SD
57034,Norway Center,43.1849760000,-96.5809390000,SD
57035,Wellington,43.6378360000,-96.8161290000,SD
57036,Turkey Ridge,43.2789430000,-97.1416770000,SD
57037,Mayfield,43.0683310000,-97.1304980000,SD
57039,Naomi,43.2980980000,-96.8560210000,SD
57042,Orland,44.0542230000,-97.0913390000,SD
57048,Ramsey,43.6968530000,-97.1859300000,SD
57052,Wittenberg,43.2841830000,-97.7182240000,SD
59061,Nye,45.4754590000,-109.5959840000,MT
20307,Washington,38.8933110000,-77.0146470000,DC
20315,Washington,38.9288610000,-77.0179480000,DC
57075,Wentworth,43.9969790000,-96.9670950000,SD
20332,Washington,38.8345630000,-77.0158480000,DC
20336,Washington,38.8604150000,-77.0225450000,DC
20337,Washington,38.8933110000,-77.0146470000,DC
20338,Washington,38.8933110000,-77.0146470000,DC
57201,Waverly,44.9556430000,-97.1779540000,SD
57212,Hetland,44.3682640000,-97.2460860000,SD
57216,Big Stone Cty,45.1705520000,-96.5345740000,SD
57217,Crocker,44.9062600000,-97.7080490000,SD
57219,Butler,45.3192180000,-97.6378120000,SD
20409,Washington,38.8933110000,-77.0146470000,DC
57220,Oakwood Lake,44.4567350000,-96.8930200000,SD
57255,New Effington,45.6164220000,-96.8494160000,SD
57258,Raymond,44.9107560000,-97.9392980000,SD
57259,Revillo,45.0805170000,-96.5556640000,SD
57260,White Rock,45.6164220000,-96.8494160000,SD
57262,Agency Vlg,45.5414430000,-96.9702020000,SD
57265,Troy,45.0215790000,-96.7407800000,SD
57268,Toronto,44.5674190000,-96.5944400000,SD
57270,Veblen,45.8494580000,-97.3766170000,SD
57271,Vienna,44.8485650000,-97.7372270000,SD
57273,Waubay,45.3325680000,-97.3072390000,SD
59064,Pompey Pillar,45.9644170000,-107.9385920000,MT
57276,White,44.4055960000,-96.5997880000,SD
57279,Wilmot,45.3985700000,-96.8322560000,SD
57301,Mitchell,43.6959100000,-98.0864010000,SD
57339,Fort Thompson,44.0648730000,-99.2515090000,SD
20500,Washington,38.8900000000,-77.0300000000,DC
57340,Plano,43.7629390000,-97.8690250000,SD
57341,Gann Valley,44.0648730000,-99.2515090000,SD
57342,Geddes,43.2512630000,-98.7364040000,SD
57345,Tennis,44.5746510000,-99.4864170000,SD
57348,Hitchcock,44.5674040000,-98.4064240000,SD
20532,Washington,38.9044860000,-77.0172910000,DC
57349,Vilas,44.0371020000,-97.5603400000,SD
20550,Washington,38.8933110000,-77.0146470000,DC
57350,Lake Byron,44.3988740000,-98.1801130000,SD
57353,Bancroft,44.3695930000,-97.6521940000,SD
57355,Lyonville,43.7444770000,-98.9538100000,SD
57356,Ravinia,43.1475720000,-98.5274790000,SD
57359,Storla,43.9534710000,-98.1511930000,SD
57362,Miller,44.4809790000,-99.0627660000,SD
57364,New Holland,43.4273580000,-98.6087780000,SD
59065,Wan I Gan,45.3331040000,-110.7136910000,MT
59068,Luther,45.2412620000,-109.3236260000,MT
59070,Roberts,45.3540730000,-109.2071990000,MT
59911,Swan Lake,48.1458540000,-113.9211210000,MT
20558,Washington,38.8933110000,-77.0146470000,DC
20552,Cnsmr Fnncl Prtct Brd,38.8933110000,-77.0146470000,DC
20553,Washington,38.8873330000,-77.0231180000,DC
20554,Washington,38.8933110000,-77.0146470000,DC
20555,Washington,38.9000110000,-77.0401490000,DC
20607,Accokeek,38.6660710000,-76.9983960000,MD
20610,Barstow,38.4447270000,-76.5330260000,MD
20623,Cheltenham,38.7455140000,-76.8405720000,MD
20629,Dowell,38.3769740000,-76.4344760000,MD
20601,Waldorf,38.6037830000,-76.8679280000,MD
20634,Great Mills,38.2423870000,-76.5015130000,MD
20557,Washington,38.8874050000,-77.0046630000,DC
57381,Wessington,44.4154370000,-98.6424530000,SD
57382,Wessingtn Spg,44.0664150000,-98.6751330000,SD
20619,California,38.3249940000,-76.6373830000,MD
20606,Abell,38.2471490000,-76.7480880000,MD
20609,Avenue,38.3002170000,-76.7434450000,MD
20618,Bushwood,38.3095070000,-76.7630690000,MD
57383,White Lake,43.7149550000,-98.6449220000,SD
57401,Ordway,45.4761720000,-98.4104050000,SD
57424,Athol,45.0464850000,-98.3973190000,SD
57426,Brainard,45.7354090000,-98.5698480000,SD
88437,Seneca,36.3697830000,-103.5055410000,NM
57430,Sunset Colony,45.7617040000,-97.7295700000,SD
57432,Huffton,45.6828670000,-98.0519480000,SD
57433,Tacoma Park,45.5378470000,-98.3398850000,SD
57434,Verdon,45.1393170000,-98.1533900000,SD
57437,Hillsview,45.7707400000,-99.3307780000,SD
59072,Roundup,46.4409290000,-108.4273250000,MT
60608,Pilsen,41.8119290000,-87.6873200000,IL
20653,Lexington Pk,38.2329090000,-76.4308530000,MD
20661,Mt Victoria,38.3435910000,-76.8845590000,MD
20688,Solomons,38.3774100000,-76.4409370000,MD
20656,Loveville,38.3592740000,-76.6833250000,MD
20662,Nanjemoy,38.4305680000,-77.1925450000,MD
57501,Wendt,44.3340730000,-100.0941950000,SD
20675,Pomfret,38.5760960000,-77.0159160000,MD
20704,Beltsville,38.8335630000,-76.8777430000,MD
20689,Sunderland,38.5564480000,-76.5414360000,MD
20707,Laurel,39.0931360000,-76.8819450000,MD
20695,White Plains,38.5974400000,-76.9902780000,MD
20710,Bladensburg,38.9012110000,-76.9259430000,MD
59076,Sanders,46.1762960000,-107.3387500000,MT
20715,Bowie,38.9826120000,-76.7437900000,MD
59081,Silver Gate,45.0046180000,-109.9853900000,MT
20718,Bowie,38.8335630000,-76.8777430000,MD
20637,Hughesville,38.5205720000,-76.7813130000,MD
20720,Bowie,38.9885100000,-76.7909800000,MD
20643,Ironsides,38.5038760000,-77.1482830000,MD
59087,Cat Creek,47.0020530000,-108.1227350000,MT
20725,Laurel,38.8335630000,-76.8777430000,MD
20726,Laurel,38.8335630000,-76.8777430000,MD
20657,Lusby,38.4934300000,-76.4597680000,MD
59201,Oswego,48.2088000000,-105.0724260000,MT
59218,Mccabe,48.1502380000,-104.5171060000,MT
59225,Lustre,48.2959160000,-106.0323540000,MT
59230,Saint Marie,48.4392300000,-106.4749870000,MT
59231,Saint Marie,48.4038940000,-106.5428150000,MT
59243,Lambert,47.7520740000,-104.6383670000,MT
59263,Four Buttes,48.7125940000,-105.5356560000,MT
59324,Mill Iron,45.8975760000,-104.6400010000,MT
59341,Mildred,46.8609970000,-105.3451820000,MT
20735,Clinton,38.7397650000,-76.9120960000,MD
20738,Riverdale,38.8335630000,-76.8777430000,MD
20741,College Park,38.8335630000,-76.8777430000,MD
57529,Dallas,43.2357100000,-99.5158870000,SD
20736,Owings,38.5487750000,-76.5628760000,MD
20751,Deale,38.9607120000,-76.6217080000,MD
20750,Oxon Hill,38.8335630000,-76.8777430000,MD
20752,Suitland,38.8335630000,-76.8777430000,MD
20754,Dunkirk,38.6040720000,-76.6043640000,MD
20757,Temple Hills,38.8335630000,-76.8777430000,MD
20770,Greenbelt,38.9959090000,-76.8809660000,MD
20759,Fulton,39.1608060000,-76.9278810000,MD
20777,Highland,39.1730590000,-76.9667180000,MD
20763,Savage,39.1361890000,-76.8150440000,MD
20778,West River,39.0024110000,-76.5638850000,MD
20768,Greenbelt,38.8335630000,-76.8777430000,MD
20769,Glenn Dale,38.9834600000,-76.8113920000,MD
57532,Mission Ridge,44.3433260000,-100.6353120000,SD
57533,Iona,43.2136490000,-99.3621900000,SD
20794,Jessup,39.1552660000,-76.8133940000,MD
57536,Joe Creek,44.3339270000,-99.7672370000,SD
88336,Hondo,33.7396510000,-105.6293820000,NM
87715,Cleveland,36.0074780000,-105.3825480000,NM
20812,Glen Echo,38.9685100000,-77.1408010000,MD
20813,Bethesda,39.1439790000,-77.2076170000,MD
20814,Bethesda,39.0045200000,-77.1046000000,MD
20816,Bethesda,38.9559070000,-77.1165000000,MD
20818,Cabin John,39.1284070000,-77.1800530000,MD
20824,Bethesda,39.1439790000,-77.2076170000,MD
57537,Hayes,44.5312810000,-101.0140520000,SD
57544,Kennebec,43.8586200000,-99.8243370000,SD
57551,Vetal,43.1721580000,-101.7340680000,SD
57552,Stamford,44.3707330000,-101.5271780000,SD
59412,Wayne,47.3196210000,-110.8847120000,MT
60922,Sammons Point,40.9687950000,-87.9512330000,IL
20830,Olney,39.1552200000,-77.0667450000,MD
20832,Olney,39.1503640000,-77.0776510000,MD
